customer_id,age,gender,city,tenure_months,avg_order_value,total_orders,last_purchase_days_ago,support_tickets,subscription_type,churn,churn_probability,churn_actual,risk_band
102336,63,Female,Delhi,83,6961,436,337,11,Basic,0,0.0,0,Low
243698,24,Male,Mumbai,115,5869,398,164,29,Basic,1,0.0,1,Low
193446,41,Female,Kolkata,12,6282,426,488,47,Silver,1,0.0,1,Low
255445,62,Female,Bangalore,68,2001,1,546,3,Silver,0,1.0,0,High
273963,60,Female,Chennai,6,8286,472,199,27,Gold,0,0.0,0,Low
146550,29,Female,Mumbai,106,6322,349,613,32,Silver,0,0.0,0,Low
203430,43,Male,Hyderabad,102,4921,162,77,48,Platinum,0,0.0,0,Low
258495,27,Female,Hyderabad,101,7800,489,175,9,Silver,0,0.0,0,Low
155848,36,Female,Chennai,115,5544,291,265,27,Gold,0,0.0,0,Low
239867,46,Female,Delhi,55,6920,64,119,22,Basic,1,0.0,1,Low
224950,20,Male,Pune,53,1482,223,711,13,Basic,1,0.0,1,Low
216102,40,Female,Bangalore,109,4066,396,557,47,Basic,0,0.0,0,Low
156939,47,Female,Mumbai,19,3830,351,181,33,Basic,1,0.0,1,Low
236464,40,Male,Pune,96,3063,283,94,16,Basic,1,0.0,1,Low
137882,66,Male,Hyderabad,43,8194,160,686,36,Basic,0,0.0,0,Low
227931,53,Female,Delhi,89,7056,326,356,40,Platinum,0,0.0,0,Low
295106,68,Male,Delhi,28,5482,361,462,48,Gold,1,0.0,1,Low
102212,56,Male,Kolkata,67,9803,347,656,0,Basic,0,0.0,0,Low
190106,46,Female,Kolkata,3,4864,465,41,3,Gold,1,0.0,1,Low
294713,50,Female,Kolkata,22,2361,256,85,0,Gold,0,0.0,0,Low
258409,22,Female,Hyderabad,37,2179,440,666,36,Silver,1,0.0,1,Low
186278,59,Male,Bangalore,104,4530,272,546,24,Platinum,0,0.0,0,Low
269800,32,Male,Pune,82,6263,425,307,42,Basic,1,0.0,1,Low
139558,57,Male,Pune,9,5143,478,638,21,Silver,1,0.0,1,Low
115867,21,Female,Mumbai,75,7172,161,123,40,Basic,1,0.0,1,Low
289287,31,Female,Chennai,114,2887,417,183,30,Gold,0,0.0,0,Low
223514,53,Female,Kolkata,70,2062,100,23,21,Platinum,0,0.0,0,Low
278842,24,Female,Chennai,99,5323,57,158,32,Basic,0,0.0,0,Low
143514,20,Male,Bangalore,8,956,145,541,36,Gold,1,2.5373820650732156e-118,1,Low
127723,37,Male,Bangalore,108,6185,393,309,40,Silver,0,0.0,0,Low
283001,47,Female,Mumbai,19,8901,37,595,3,Basic,1,0.0,1,Low
295896,65,Male,Bangalore,32,480,154,298,4,Basic,0,7.10438883021504e-82,0,Low
167891,23,Female,Bangalore,36,4716,329,608,2,Silver,0,0.0,0,Low
291020,26,Female,Delhi,7,8454,12,335,32,Silver,1,3.3295274321468246e-81,1,Low
160716,28,Male,Chennai,5,7521,386,517,31,Gold,1,0.0,1,Low
214081,50,Female,Hyderabad,23,6687,14,654,17,Gold,0,7.285105181632207e-27,0,Low
200000,69,Female,Mumbai,94,4991,136,500,47,Silver,1,0.0,1,Low
165284,58,Female,Delhi,30,3867,167,667,36,Basic,0,0.0,0,Low
180582,33,Female,Hyderabad,105,2291,30,54,30,Platinum,0,6.942058209071443e-130,0,Low
109616,62,Male,Delhi,24,9949,117,592,33,Basic,1,0.0,1,Low
101747,63,Male,Pune,94,5778,380,36,27,Basic,0,0.0,0,Low
279954,68,Female,Pune,39,4074,296,419,45,Basic,1,0.0,1,Low
203683,31,Male,Kolkata,54,6240,446,659,24,Gold,0,0.0,0,Low
189707,65,Male,Bangalore,67,4325,463,352,49,Basic,1,0.0,1,Low
142191,36,Female,Chennai,16,1784,481,373,30,Basic,0,0.0,0,Low
156743,20,Female,Chennai,4,6141,124,432,10,Basic,1,0.0,1,Low
229256,47,Female,Pune,91,8486,449,543,21,Silver,1,0.0,1,Low
216304,44,Female,Pune,78,7561,245,155,21,Basic,0,0.0,0,Low
151091,64,Female,Mumbai,55,535,215,656,9,Basic,1,1.530534971329971e-89,1,Low
233941,27,Female,Pune,96,9728,313,78,45,Basic,0,0.0,0,Low
212448,48,Female,Bangalore,112,4750,5,269,18,Gold,0,0.999999999155926,0,High
110374,69,Male,Kolkata,59,4308,69,338,22,Platinum,0,0.0,0,Low
188162,23,Male,Chennai,86,9038,296,396,10,Platinum,0,0.0,0,Low
264824,23,Male,Delhi,68,4637,378,306,18,Basic,0,0.0,0,Low
188166,23,Male,Mumbai,53,5070,204,46,10,Platinum,0,0.0,0,Low
126381,32,Female,Hyderabad,94,1065,135,655,20,Silver,0,2.0045106713510707e-151,0,Low
267896,35,Female,Mumbai,95,5813,392,570,9,Basic,1,0.0,1,Low
159068,37,Female,Bangalore,24,7019,432,521,4,Silver,0,0.0,0,Low
149656,29,Female,Kolkata,10,5866,53,655,25,Gold,0,0.0,0,Low
203358,34,Female,Hyderabad,39,7483,422,578,16,Silver,0,0.0,0,Low
104272,29,Male,Kolkata,83,8012,231,391,25,Platinum,0,0.0,0,Low
218247,46,Female,Chennai,85,8454,10,688,6,Silver,1,1.0264238326112645e-13,1,Low
184851,52,Male,Pune,53,5852,182,248,19,Silver,1,0.0,1,Low
187377,49,Male,Kolkata,1,8770,292,292,40,Silver,0,1.0,0,High
299629,35,Male,Mumbai,35,7525,218,477,32,Gold,0,0.0,0,Low
228620,57,Female,Mumbai,16,7273,294,556,28,Basic,1,0.0,1,Low
170231,27,Female,Kolkata,88,6735,31,548,3,Basic,1,1.2161852909365664e-295,1,Low
153803,43,Male,Pune,79,3925,67,473,5,Basic,1,0.0,1,Low
274813,37,Female,Hyderabad,48,6459,348,701,0,Basic,0,0.0,0,Low
157821,44,Male,Delhi,86,6615,203,248,30,Basic,0,0.0,0,Low
208569,50,Female,Pune,66,953,411,523,37,Silver,1,0.0,1,Low
130382,44,Male,Bangalore,55,9250,320,486,7,Silver,0,0.0,0,Low
248708,23,Male,Hyderabad,113,7152,333,524,35,Basic,0,0.0,0,Low
160383,34,Male,Chennai,60,4195,468,572,34,Basic,0,0.0,0,Low
138679,37,Female,Hyderabad,96,1481,174,129,9,Silver,0,0.0,0,Low
175367,42,Female,Pune,70,6918,365,100,46,Silver,0,0.0,0,Low
265442,31,Male,Kolkata,18,594,262,74,49,Platinum,0,2.4578688606705465e-272,0,Low
264860,32,Male,Mumbai,106,9135,494,332,13,Silver,0,0.0,0,Low
220894,67,Female,Delhi,102,1878,54,134,49,Basic,1,3.24456030568243e-175,1,Low
297771,62,Female,Bangalore,48,4713,321,437,45,Silver,1,0.0,1,Low
236789,22,Male,Chennai,37,7885,270,264,29,Gold,1,0.0,1,Low
180676,36,Female,Pune,85,9525,106,275,44,Silver,0,0.0,0,Low
287838,45,Female,Pune,110,9675,382,212,12,Gold,0,0.0,0,Low
162864,37,Male,Kolkata,34,7623,258,633,3,Basic,0,0.0,0,Low
105998,26,Male,Pune,30,5336,443,388,25,Basic,1,0.0,1,Low
235294,34,Female,Kolkata,23,7837,306,216,32,Basic,1,0.0,1,Low
112593,19,Male,Bangalore,12,2767,452,389,5,Gold,1,0.0,1,Low
289558,49,Female,Chennai,82,7960,110,298,35,Platinum,1,0.0,1,Low
141377,67,Female,Pune,32,8916,121,655,22,Gold,0,0.0,0,Low
235785,59,Male,Bangalore,17,8642,291,639,11,Platinum,1,0.0,1,Low
185391,24,Female,Pune,97,7004,219,301,43,Silver,0,0.0,0,Low
272187,44,Male,Kolkata,81,3400,155,31,6,Gold,1,0.0,1,Low
229889,45,Male,Chennai,45,5787,203,317,27,Basic,1,0.0,1,Low
240194,22,Female,Pune,62,3873,292,337,35,Gold,1,0.0,1,Low
209146,64,Female,Hyderabad,39,2848,26,532,14,Basic,0,6.2428767587770645e-28,0,Low
236632,41,Female,Bangalore,36,9286,497,713,9,Silver,0,0.0,0,Low
118327,57,Male,Pune,42,8836,77,78,34,Basic,0,0.0,0,Low
240754,28,Female,Pune,29,1634,49,197,34,Gold,0,1.0730819740122306e-108,0,Low
212845,29,Male,Bangalore,106,2100,224,215,6,Basic,0,0.0,0,Low
158923,18,Female,Mumbai,51,5948,144,529,37,Silver,0,0.0,0,Low
234314,28,Male,Bangalore,61,2768,375,181,4,Silver,0,0.0,0,Low
108592,30,Male,Mumbai,63,8501,264,135,20,Silver,0,0.0,0,Low
181124,53,Male,Chennai,107,926,27,684,43,Basic,1,1.0,1,High
130864,40,Male,Chennai,27,522,228,461,49,Basic,1,2.0174969447793195e-125,1,Low
211183,28,Male,Mumbai,97,8326,183,54,20,Basic,1,0.0,1,Low
159353,54,Female,Mumbai,96,2229,426,507,9,Basic,1,0.0,1,Low
196313,64,Male,Hyderabad,46,2712,191,34,5,Gold,0,0.0,0,Low
152670,21,Female,Hyderabad,93,3610,390,543,27,Gold,1,0.0,1,Low
241299,65,Male,Hyderabad,62,7979,295,125,5,Gold,0,0.0,0,Low
231060,36,Male,Mumbai,107,4923,153,568,44,Basic,1,0.0,1,Low
185586,37,Male,Pune,19,5193,305,255,10,Basic,0,0.0,0,Low
192982,48,Male,Bangalore,63,3349,135,429,23,Basic,0,0.0,0,Low
164623,49,Female,Pune,73,4804,40,151,23,Basic,0,0.0,0,Low
188790,48,Male,Hyderabad,49,4260,236,650,41,Gold,1,0.0,1,Low
152645,23,Female,Mumbai,75,3877,318,667,49,Basic,0,0.0,0,Low
207172,36,Female,Bangalore,72,7507,155,485,39,Gold,0,0.0,0,Low
133712,32,Male,Delhi,30,3664,30,192,31,Basic,1,6.538249035924139e-165,1,Low
279487,33,Male,Kolkata,52,4872,476,699,46,Gold,0,0.0,0,Low
114068,39,Male,Kolkata,45,3864,426,639,14,Silver,0,0.0,0,Low
220418,46,Male,Mumbai,60,9460,8,71,1,Basic,0,1.2250044882296543e-124,0,Low
260815,47,Female,Mumbai,44,9148,53,98,36,Gold,0,0.0,0,Low
271582,50,Male,Pune,30,2467,327,183,40,Silver,1,0.0,1,Low
291836,65,Male,Chennai,91,4355,241,275,28,Basic,0,0.0,0,Low
183390,43,Female,Pune,82,6075,385,487,25,Basic,0,0.0,0,Low
188794,47,Female,Chennai,118,8792,250,694,32,Gold,0,0.0,0,Low
263294,62,Female,Mumbai,53,3909,340,524,23,Basic,1,0.0,1,Low
242598,34,Male,Bangalore,72,7740,118,359,29,Silver,0,0.0,0,Low
297765,51,Male,Pune,9,7413,39,503,37,Basic,0,0.0,0,Low
225613,25,Female,Mumbai,45,5816,78,526,48,Basic,1,0.0,1,Low
261214,41,Female,Hyderabad,36,8216,351,137,24,Silver,0,0.0,0,Low
245310,49,Female,Hyderabad,79,1726,379,181,4,Silver,0,0.0,0,Low
157368,21,Male,Chennai,75,9627,15,46,32,Basic,0,3.5569376640357735e-264,0,Low
123568,30,Male,Chennai,12,9123,251,491,37,Silver,1,0.0,1,Low
287435,54,Male,Kolkata,9,9053,191,224,29,Gold,0,0.0,0,Low
199760,25,Female,Pune,67,4319,133,589,13,Gold,0,0.0,0,Low
215113,51,Male,Chennai,68,1320,393,29,4,Silver,0,0.0,0,Low
123291,36,Male,Chennai,69,8108,335,702,41,Silver,0,0.0,0,Low
264688,44,Female,Bangalore,97,2912,437,569,1,Silver,0,0.0,0,Low
265718,48,Male,Bangalore,34,363,499,155,45,Basic,1,0.0,1,Low
226772,68,Male,Delhi,81,761,14,592,25,Gold,0,1.0,0,High
267027,61,Male,Kolkata,57,2537,223,679,26,Platinum,1,0.0,1,Low
229999,22,Male,Bangalore,48,5338,122,220,21,Basic,0,0.0,0,Low
297933,37,Male,Delhi,53,8871,39,214,6,Basic,0,0.0,0,Low
239855,62,Male,Mumbai,16,5030,472,94,37,Basic,1,0.0,1,Low
137076,57,Female,Kolkata,52,2536,11,709,46,Silver,1,1.0,1,High
263835,31,Female,Hyderabad,68,1501,457,22,9,Basic,0,0.0,0,Low
293571,41,Male,Bangalore,81,7623,473,60,49,Basic,0,0.0,0,Low
236645,58,Male,Hyderabad,39,4749,101,66,11,Gold,1,0.0,1,Low
250275,66,Male,Pune,62,4103,176,459,19,Silver,1,0.0,1,Low
142487,47,Female,Hyderabad,11,220,425,380,18,Basic,0,7.274255648901883e-85,0,Low
173742,37,Female,Pune,68,9584,257,53,15,Gold,0,0.0,0,Low
295608,19,Female,Delhi,100,9675,108,239,34,Silver,0,0.0,0,Low
196015,32,Male,Hyderabad,97,8375,204,149,1,Gold,0,0.0,0,Low
154872,57,Female,Chennai,58,4648,496,671,46,Platinum,1,0.0,1,Low
227300,43,Male,Hyderabad,65,8516,237,31,29,Basic,0,0.0,0,Low
102053,39,Female,Kolkata,74,3648,44,146,30,Basic,0,1.2949670606201672e-285,0,Low
253770,56,Male,Chennai,28,3505,352,726,8,Silver,0,0.0,0,Low
261011,64,Male,Kolkata,27,905,118,463,7,Silver,1,3.3003730809793914e-107,1,Low
211284,43,Male,Mumbai,52,4025,103,541,1,Basic,1,0.0,1,Low
205906,21,Female,Kolkata,60,6878,368,31,44,Basic,0,0.0,0,Low
262746,22,Male,Chennai,66,6611,232,295,4,Gold,0,0.0,0,Low
119098,37,Male,Delhi,56,8629,14,259,49,Silver,1,5.603034406385935e-167,1,Low
103163,62,Female,Kolkata,65,5871,365,441,7,Gold,0,0.0,0,Low
166932,38,Male,Bangalore,15,3535,380,48,3,Platinum,0,0.0,0,Low
281761,20,Female,Delhi,82,2307,33,149,14,Platinum,0,2.4737329367306808e-123,0,Low
185748,43,Male,Mumbai,48,7145,158,443,6,Basic,0,0.0,0,Low
159793,60,Female,Pune,110,4988,421,723,27,Silver,1,0.0,1,Low
282224,60,Female,Hyderabad,17,4428,102,180,10,Platinum,0,0.0,0,Low
171038,36,Male,Pune,93,9722,9,528,3,Basic,1,1.773174732252275e-53,1,Low
145433,19,Female,Hyderabad,4,2447,426,81,37,Gold,0,0.0,0,Low
244353,28,Female,Hyderabad,118,1490,355,200,8,Gold,0,0.0,0,Low
216421,69,Male,Bangalore,5,9303,126,130,33,Platinum,0,0.0,0,Low
173244,20,Female,Pune,81,6826,144,10,15,Basic,0,0.0,0,Low
188718,18,Female,Kolkata,76,2053,445,668,2,Platinum,1,0.0,1,Low
268066,44,Male,Pune,93,9556,47,445,31,Gold,1,0.0,1,Low
262695,55,Male,Bangalore,102,2378,49,696,0,Basic,0,3.416919542119271e-90,0,Low
185308,37,Female,Pune,18,4475,246,1,34,Gold,0,0.0,0,Low
269066,34,Male,Kolkata,35,4868,4,612,32,Basic,1,1.0,1,High
130669,30,Male,Bangalore,14,6850,214,712,46,Basic,0,0.0,0,Low
117081,56,Male,Bangalore,69,2871,390,475,17,Platinum,1,0.0,1,Low
181923,52,Female,Chennai,27,8966,376,217,16,Silver,1,0.0,1,Low
250536,24,Female,Kolkata,45,6645,292,224,22,Basic,1,0.0,1,Low
127653,47,Male,Mumbai,87,2222,400,40,26,Silver,1,0.0,1,Low
260293,25,Male,Kolkata,75,5057,46,423,45,Basic,1,0.0,1,Low
295625,61,Female,Delhi,34,379,399,480,9,Silver,0,1.690334064938493e-192,0,Low
217058,29,Female,Chennai,87,1798,9,424,35,Basic,0,1.0,0,High
200895,50,Female,Delhi,98,4563,79,433,7,Silver,0,0.0,0,Low
270472,67,Female,Delhi,35,4581,58,714,20,Basic,0,0.0,0,Low
136473,66,Female,Kolkata,56,9989,240,195,19,Platinum,0,0.0,0,Low
261629,30,Male,Kolkata,55,2615,353,474,23,Gold,0,0.0,0,Low
236533,68,Female,Delhi,103,7732,354,229,35,Gold,1,0.0,1,Low
114078,54,Male,Hyderabad,24,3850,417,421,18,Silver,0,0.0,0,Low
211726,64,Male,Delhi,117,7988,479,585,22,Silver,0,0.0,0,Low
188748,66,Male,Bangalore,52,1004,320,476,35,Platinum,0,0.0,0,Low
155752,24,Male,Chennai,66,4745,209,665,16,Platinum,1,0.0,1,Low
280228,28,Female,Delhi,113,3661,95,445,32,Platinum,1,0.0,1,Low
118532,37,Male,Delhi,97,6353,107,318,17,Silver,1,0.0,1,Low
236119,55,Male,Hyderabad,108,3303,340,399,33,Silver,0,0.0,0,Low
234578,42,Female,Bangalore,31,4162,301,620,34,Basic,0,0.0,0,Low
200787,23,Male,Delhi,31,412,63,27,25,Basic,0,2.2587400439977557e-44,0,Low
282751,57,Female,Pune,22,3387,385,645,36,Basic,0,0.0,0,Low
194104,62,Male,Bangalore,4,6906,441,64,11,Silver,1,0.0,1,Low
116194,21,Male,Mumbai,28,6690,70,470,14,Gold,1,0.0,1,Low
257331,34,Male,Delhi,101,3841,219,580,44,Gold,0,0.0,0,Low
196061,41,Female,Chennai,9,8129,66,481,17,Gold,0,0.0,0,Low
170894,33,Male,Mumbai,94,2883,358,346,33,Basic,1,0.0,1,Low
257996,26,Female,Delhi,31,6353,240,527,19,Platinum,0,0.0,0,Low
188148,18,Male,Hyderabad,32,3666,180,631,30,Silver,1,0.0,1,Low
281690,43,Female,Mumbai,80,7402,86,96,44,Gold,0,0.0,0,Low
143492,26,Male,Chennai,49,9046,384,609,32,Silver,1,0.0,1,Low
236915,58,Female,Delhi,23,6224,370,239,9,Basic,0,0.0,0,Low
118100,32,Female,Kolkata,60,2750,421,22,46,Platinum,0,0.0,0,Low
191586,23,Male,Kolkata,23,9257,395,351,40,Gold,0,0.0,0,Low
123003,24,Female,Pune,30,5345,258,77,1,Gold,0,0.0,0,Low
171297,29,Female,Hyderabad,61,1913,144,251,2,Silver,0,0.0,0,Low
267044,40,Male,Bangalore,47,2919,458,133,17,Basic,1,0.0,1,Low
155035,23,Female,Kolkata,76,9226,229,541,5,Gold,0,0.0,0,Low
146489,28,Male,Kolkata,78,1501,384,165,19,Basic,0,0.0,0,Low
182356,43,Female,Mumbai,92,1658,305,549,15,Gold,0,0.0,0,Low
297635,19,Female,Delhi,77,4308,383,467,3,Gold,0,0.0,0,Low
215883,69,Female,Chennai,25,2571,367,432,48,Basic,1,0.0,1,Low
109602,43,Male,Bangalore,17,6213,495,659,8,Silver,0,0.0,0,Low
262745,60,Male,Kolkata,9,8680,270,19,36,Silver,1,0.0,1,Low
128090,66,Male,Chennai,11,861,225,166,29,Gold,0,0.0,0,Low
175069,34,Male,Chennai,11,8791,230,152,14,Silver,0,0.0,0,Low
240036,69,Male,Pune,84,1601,413,129,25,Basic,0,0.0,0,Low
205524,38,Male,Chennai,65,946,34,48,3,Basic,0,1.7746795439258632e-59,0,Low
257928,30,Female,Mumbai,60,6424,293,276,33,Platinum,0,0.0,0,Low
298339,28,Male,Chennai,22,3755,153,539,47,Gold,1,0.0,1,Low
185649,66,Male,Bangalore,64,4498,494,450,33,Silver,0,0.0,0,Low
221989,45,Female,Mumbai,38,7550,386,323,3,Basic,1,0.0,1,Low
195963,32,Female,Kolkata,90,2355,172,573,24,Basic,0,0.0,0,Low
128973,39,Male,Chennai,119,8263,350,569,8,Gold,0,0.0,0,Low
183550,69,Male,Mumbai,66,8695,497,575,48,Basic,1,0.0,1,Low
178872,23,Female,Delhi,41,4601,476,315,26,Basic,0,0.0,0,Low
115849,52,Male,Chennai,26,8833,477,299,49,Silver,1,0.0,1,Low
162751,29,Female,Delhi,89,5449,160,689,10,Basic,1,0.0,1,Low
176489,48,Male,Delhi,102,4846,450,619,20,Silver,0,0.0,0,Low
214753,36,Female,Mumbai,72,5101,277,238,47,Silver,1,0.0,1,Low
150270,53,Female,Kolkata,4,3597,11,711,7,Basic,1,1.0,1,High
286654,46,Male,Kolkata,106,9728,378,115,31,Basic,1,0.0,1,Low
232774,40,Male,Delhi,24,3414,136,124,17,Basic,1,0.0,1,Low
214950,48,Female,Kolkata,94,1877,361,632,48,Silver,1,0.0,1,Low
200369,37,Female,Kolkata,29,4925,426,552,29,Silver,1,0.0,1,Low
180596,29,Male,Mumbai,15,851,144,330,48,Silver,0,5.1886077994922775e-151,0,Low
103488,69,Female,Bangalore,50,9998,107,108,29,Gold,1,0.0,1,Low
190683,48,Male,Kolkata,86,3533,52,361,27,Basic,0,5.269893778646446e-288,0,Low
205934,43,Female,Bangalore,10,6783,23,106,9,Silver,0,3.4674238704864233e-245,0,Low
123955,52,Female,Kolkata,49,7596,410,697,20,Silver,1,0.0,1,Low
246294,18,Male,Pune,52,8627,351,334,45,Gold,1,0.0,1,Low
277404,63,Male,Pune,36,2777,35,375,11,Silver,0,5.3945988045004683e-107,0,Low
144815,45,Male,Pune,31,1862,257,721,45,Basic,1,0.0,1,Low
214132,69,Female,Delhi,8,4126,294,283,10,Platinum,1,0.0,1,Low
284882,29,Female,Pune,22,6190,345,91,20,Silver,0,0.0,0,Low
193341,28,Female,Hyderabad,103,8483,294,326,47,Gold,0,0.0,0,Low
267329,29,Female,Delhi,78,3533,42,11,9,Gold,0,8.938715741188288e-295,0,Low
123958,65,Male,Bangalore,70,3182,78,714,30,Silver,0,0.0,0,Low
149970,44,Male,Chennai,48,709,5,681,34,Basic,1,1.0,1,High
250439,69,Female,Chennai,53,7714,289,316,44,Platinum,0,0.0,0,Low
282489,18,Male,Bangalore,36,4749,411,691,15,Basic,0,0.0,0,Low
190087,49,Female,Hyderabad,50,1154,182,25,33,Basic,0,0.0,0,Low
107186,33,Male,Delhi,70,8642,71,567,39,Silver,1,0.0,1,Low
250622,61,Female,Delhi,91,5134,350,669,27,Basic,1,0.0,1,Low
147584,33,Male,Delhi,105,7492,140,642,8,Silver,1,0.0,1,Low
274411,25,Female,Delhi,30,3511,173,259,29,Basic,0,0.0,0,Low
119236,51,Male,Chennai,107,9579,349,714,42,Platinum,1,0.0,1,Low
251235,34,Female,Bangalore,46,3376,302,223,26,Basic,1,0.0,1,Low
153983,56,Male,Hyderabad,9,6656,120,180,23,Basic,0,0.0,0,Low
232661,40,Female,Delhi,114,288,41,289,11,Basic,0,1.0,0,High
110315,24,Female,Hyderabad,14,765,192,428,8,Basic,1,1.3583541299491861e-179,1,Low
224941,66,Male,Hyderabad,2,4911,65,581,11,Silver,1,1.8597779112618516e-154,1,Low
248614,35,Female,Mumbai,79,6818,197,138,35,Basic,0,0.0,0,Low
233855,58,Male,Mumbai,84,1809,45,57,3,Basic,0,2.0697687229525907e-156,0,Low
204432,69,Female,Pune,35,6908,157,516,29,Silver,1,0.0,1,Low
193984,35,Female,Delhi,56,8579,225,169,28,Platinum,0,0.0,0,Low
142546,40,Female,Bangalore,108,5313,43,728,45,Silver,1,1.11456578619595e-295,1,Low
149574,69,Female,Chennai,85,3870,170,682,16,Platinum,0,0.0,0,Low
297234,22,Male,Bangalore,40,2126,368,350,1,Platinum,1,0.0,1,Low
283948,64,Female,Pune,33,3783,135,320,36,Basic,0,0.0,0,Low
234028,22,Female,Kolkata,48,6174,123,245,2,Basic,0,0.0,0,Low
123885,46,Male,Bangalore,60,7827,436,375,38,Basic,1,0.0,1,Low
236003,57,Female,Chennai,61,3749,398,304,6,Gold,0,0.0,0,Low
143753,18,Male,Pune,32,8061,63,478,23,Gold,0,0.0,0,Low
298885,22,Male,Pune,63,8586,246,660,31,Platinum,1,0.0,1,Low
234176,57,Female,Chennai,28,7879,60,297,43,Basic,1,0.0,1,Low
233390,46,Male,Chennai,47,9995,237,527,0,Silver,1,0.0,1,Low
109060,65,Female,Hyderabad,6,800,192,350,2,Basic,0,2.519769214409824e-176,0,Low
207556,26,Male,Chennai,61,8070,170,586,30,Platinum,1,0.0,1,Low
137298,28,Male,Kolkata,49,4312,181,582,44,Platinum,0,0.0,0,Low
173622,19,Female,Hyderabad,94,3222,297,355,27,Basic,0,0.0,0,Low
